date,period,year,quarter,area,value
2026-01-01,2026-Q%q,2026,2026Q1,Ireland,7856.0
2026-01-01,2026-Q%q,2026,2026Q1,Cork City Council,408.0
2026-01-01,2026-Q%q,2026,2026Q1,Clare County Council,151.0
2026-01-01,2026-Q%q,2026,2026Q1,Cavan County Council,75.0
2026-01-01,2026-Q%q,2026,2026Q1,Cork County Council,644.0
2026-01-01,2026-Q%q,2026,2026Q1,Carlow County Council,49.0
2026-01-01,2026-Q%q,2026,2026Q1,Dublin City Council,1013.0
2026-01-01,2026-Q%q,2026,2026Q1,Dún Laoghaire Rathdown County Council,349.0
2026-01-01,2026-Q%q,2026,2026Q1,Donegal County Council,229.0
2026-01-01,2026-Q%q,2026,2026Q1,Fingal County Council,432.0
2026-01-01,2026-Q%q,2026,2026Q1,Galway County Council,261.0
2026-01-01,2026-Q%q,2026,2026Q1,Galway City Council,103.0
2026-01-01,2026-Q%q,2026,2026Q1,Kildare County Council,505.0
2026-01-01,2026-Q%q,2026,2026Q1,Kilkenny County Council,169.0
2026-01-01,2026-Q%q,2026,2026Q1,Kerry County Council,201.0
2026-01-01,2026-Q%q,2026,2026Q1,Longford County Council,33.0
2026-01-01,2026-Q%q,2026,2026Q1,Louth County Council,449.0
2026-01-01,2026-Q%q,2026,2026Q1,Limerick City & County Council,140.0
2026-01-01,2026-Q%q,2026,2026Q1,Leitrim County Council,33.0
2026-01-01,2026-Q%q,2026,2026Q1,Laois County Council,243.0
2026-01-01,2026-Q%q,2026,2026Q1,Meath County Council,246.0
2026-01-01,2026-Q%q,2026,2026Q1,Monaghan County Council,79.0
2026-01-01,2026-Q%q,2026,2026Q1,Mayo County Council,130.0
2026-01-01,2026-Q%q,2026,2026Q1,Offaly County Council,59.0
2026-01-01,2026-Q%q,2026,2026Q1,Roscommon County Council,68.0
2026-01-01,2026-Q%q,2026,2026Q1,South Dublin County Council,743.0
2026-01-01,2026-Q%q,2026,2026Q1,Sligo County Council,73.0
2026-01-01,2026-Q%q,2026,2026Q1,Tipperary County Council,181.0
2026-01-01,2026-Q%q,2026,2026Q1,Waterford City & County Council,177.0
2026-01-01,2026-Q%q,2026,2026Q1,Westmeath County Council,57.0
2026-01-01,2026-Q%q,2026,2026Q1,Wicklow County Council,265.0
2026-01-01,2026-Q%q,2026,2026Q1,Wexford County Council,291.0
2026-04-01,2026-Q%q,2026,2026Q2,Ireland,8823.0
2026-04-01,2026-Q%q,2026,2026Q2,Cork City Council,390.0
2026-04-01,2026-Q%q,2026,2026Q2,Clare County Council,178.0
2026-04-01,2026-Q%q,2026,2026Q2,Cavan County Council,108.0
2026-04-01,2026-Q%q,2026,2026Q2,Cork County Council,509.0
2026-04-01,2026-Q%q,2026,2026Q2,Carlow County Council,99.0
2026-04-01,2026-Q%q,2026,2026Q2,Dublin City Council,1280.0
2026-04-01,2026-Q%q,2026,2026Q2,Dún Laoghaire Rathdown County Council,307.0
2026-04-01,2026-Q%q,2026,2026Q2,Donegal County Council,204.0
2026-04-01,2026-Q%q,2026,2026Q2,Fingal County Council,1020.0
2026-04-01,2026-Q%q,2026,2026Q2,Galway County Council,237.0
2026-04-01,2026-Q%q,2026,2026Q2,Galway City Council,41.0
2026-04-01,2026-Q%q,2026,2026Q2,Kildare County Council,592.0
2026-04-01,2026-Q%q,2026,2026Q2,Kilkenny County Council,172.0
2026-04-01,2026-Q%q,2026,2026Q2,Kerry County Council,193.0
2026-04-01,2026-Q%q,2026,2026Q2,Longford County Council,64.0
2026-04-01,2026-Q%q,2026,2026Q2,Louth County Council,476.0
2026-04-01,2026-Q%q,2026,2026Q2,Limerick City & County Council,185.0
2026-04-01,2026-Q%q,2026,2026Q2,Leitrim County Council,32.0
2026-04-01,2026-Q%q,2026,2026Q2,Laois County Council,208.0
2026-04-01,2026-Q%q,2026,2026Q2,Meath County Council,461.0
2026-04-01,2026-Q%q,2026,2026Q2,Monaghan County Council,92.0
2026-04-01,2026-Q%q,2026,2026Q2,Mayo County Council,115.0
2026-04-01,2026-Q%q,2026,2026Q2,Offaly County Council,145.0
2026-04-01,2026-Q%q,2026,2026Q2,Roscommon County Council,74.0
2026-04-01,2026-Q%q,2026,2026Q2,South Dublin County Council,573.0
2026-04-01,2026-Q%q,2026,2026Q2,Sligo County Council,112.0
2026-04-01,2026-Q%q,2026,2026Q2,Tipperary County Council,169.0
2026-04-01,2026-Q%q,2026,2026Q2,Waterford City & County Council,151.0
2026-04-01,2026-Q%q,2026,2026Q2,Westmeath County Council,168.0
2026-04-01,2026-Q%q,2026,2026Q2,Wicklow County Council,198.0
2026-04-01,2026-Q%q,2026,2026Q2,Wexford County Council,270.0
